line_num,tokens,token_ids
473,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
474,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
475,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
476,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
477,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
478,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
479,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
480,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
481,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
482,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
483,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
484,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
485,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
486,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
487,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
488,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
489,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
490,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
491,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
492,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
493,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
494,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
495,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
496,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
497,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
498,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
499,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
500,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
501,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
502,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
503,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
504,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
505,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
506,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
507,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
508,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
509,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
510,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
511,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
512,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
513,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
514,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
515,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
516,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
517,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
518,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
519,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
520,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
521,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
522,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
523,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
524,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
525,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
526,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
527,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
528,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
529,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
530,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
531,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
532,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
533,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
534,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
535,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
536,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
537,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
538,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
539,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
540,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
541,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
542,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
543,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
544,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
545,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
546,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
547,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
548,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
549,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
550,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
551,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
552,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
553,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
554,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
555,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
556,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
557,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
558,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
559,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
560,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
561,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
562,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
563,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
564,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
565,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
566,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
567,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
568,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
569,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
570,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
